Entry	Entry name	Gene names
Q9Y263	PLAP_HUMAN	PLAA PLAP
Q96RE7	NACC1_HUMAN	NACC1 BTBD14B NAC1
O43312	MTSS1_HUMAN	MTSS1 KIAA0429 MIM
Q9NP80	PLPL8_HUMAN	PNPLA8 IPLA22 IPLA2G BM-043
Q15319	PO4F3_HUMAN	POU4F3 BRN3C
P08134	RHOC_HUMAN	RHOC ARH9 ARHC
Q5VZM2	RRAGB_HUMAN	RRAGB
P20338	RAB4A_HUMAN	RAB4A RAB4
P61020	RAB5B_HUMAN	RAB5B
Q9BRS2	RIOK1_HUMAN	RIOK1 RIO1
Q05823	RN5A_HUMAN	RNASEL RNS4
P51149	RAB7A_HUMAN	RAB7A RAB7
O14966	RAB7L_HUMAN	RAB29 RAB7L1
Q15311	RBP1_HUMAN	RALBP1 RLIP1 RLIP76
Q86UU9	TKN4_HUMAN	TAC4
Q9NR97	TLR8_HUMAN	TLR8 UNQ249/PRO286
O75443	TECTA_HUMAN	TECTA
Q8TBZ6	TM10A_HUMAN	TRMT10A RG9MTD2
Q9BRT2	UQCC2_HUMAN	UQCC2 C6orf125 MNF1
Q9UKY1	ZHX1_HUMAN	ZHX1
Q9GZS3	WDR61_HUMAN	WDR61
P35443	TSP4_HUMAN	THBS4 TSP4
O95785	WIZ_HUMAN	WIZ ZNF803
O95859	TSN12_HUMAN	TSPAN12 NET2 TM4SF12 UNQ774/PRO1568
P35442	TSP2_HUMAN	THBS2 TSP2
Q8NAT1	PMGT2_HUMAN	POMGNT2 AGO61 C3orf39 EOGTL GTDC2
Q6ZSK4	NTAS1_HUMAN	NTM-AS1 C11orf39
P0DPB5	RPC22_HUMAN	POLR1D
Q9BT43	RPC7L_HUMAN	POLR3GL
P51157	RAB28_HUMAN	RAB28
Q6GMV3	PTRD1_HUMAN	PTRHD1 C2orf79
P0DP57	SLUR2_HUMAN	SLURP2
Q96MN5	TEAN2_HUMAN	TCEANC2 C1orf83
Q96IK0	TM101_HUMAN	TMEM101
Q6ZWK6	TM11F_HUMAN	TMPRSS11F HATL4
Q8IYU4	UBQLN_HUMAN	UBQLNL
Q9NVE5	UBP40_HUMAN	USP40
Q6A555	TXND8_HUMAN	TXNDC8 SPTRX3 TRX6
Q14146	URB2_HUMAN	URB2 KIAA0133
Q96K62	ZBT45_HUMAN	ZBTB45 ZNF499
Q9Y2L8	ZKSC5_HUMAN	ZKSCAN5 KIAA1015 ZFP95
Q9UJW8	ZN180_HUMAN	ZNF180
Q2M3X9	ZN674_HUMAN	ZNF674
Q96PQ6	ZN317_HUMAN	ZNF317 KIAA1588
Q9Y3M9	ZN337_HUMAN	ZNF337
Q8NE65	ZN738_HUMAN	ZNF738
B7Z6K7	ZN814_HUMAN	ZNF814
Q14585	ZN345_HUMAN	ZNF345
Q9NQX6	ZN331_HUMAN	ZNF331 RITA ZNF361 ZNF463
P17036	ZNF3_HUMAN	ZNF3 KOX25
Q96N77	ZN641_HUMAN	ZNF641
Q6ZS27	ZN662_HUMAN	ZNF662
Q96K58	ZN668_HUMAN	ZNF668
P17024	ZNF20_HUMAN	ZNF20 KOX13
P98168	ZXDA_HUMAN	ZXDA
Q7Z3U7	MON2_HUMAN	MON2 KIAA1040 SF21
Q9Y3P9	RBGP1_HUMAN	RABGAP1 HSPC094
Q13472	TOP3A_HUMAN	TOP3A TOP3
Q99952	PTN18_HUMAN	PTPN18 BDP1
Q96T37	RBM15_HUMAN	RBM15 OTT OTT1
P43007	SATT_HUMAN	SLC1A4 ASCT1 SATT
A3KN83	SBNO1_HUMAN	SBNO1 MOP3
Q96IW7	SC22A_HUMAN	SEC22A SEC22L2
P63220	RS21_HUMAN	RPS21
O15273	TELT_HUMAN	TCAP
Q8N616	TM148_HUMAN	LINC00311 NCRNA00311 TMEM148
Q9BSA9	TM175_HUMAN	TMEM175
Q86T26	TM11B_HUMAN	TMPRSS11B HATL5
Q6NUQ4	TM214_HUMAN	TMEM214 PP446
Q9H0V1	TM168_HUMAN	TMEM168
Q66K66	TM198_HUMAN	TMEM198
Q96EC8	YIPF6_HUMAN	YIPF6
Q9HAV4	XPO5_HUMAN	XPO5 KIAA1291 RANBP21
Q6ZRP5	YD019_HUMAN	
Q499Y3	YJ016_HUMAN	
Q495M9	USH1G_HUMAN	USH1G SANS
P18887	XRCC1_HUMAN	XRCC1
O00507	USP9Y_HUMAN	USP9Y DFFRY
A0A0B4J280	TVA40_HUMAN	TRAV40
A0A0A6YYJ7	TVA83_HUMAN	TRAV8-3
P11441	UBL4A_HUMAN	UBL4A DXS254E GDX UBL4
Q8IWV8	UBR2_HUMAN	UBR2 C6orf133 KIAA0349
Q7RTX1	TS1R1_HUMAN	TAS1R1 GPR70 T1R1 TR1 GM148
Q9UNX4	WDR3_HUMAN	WDR3
P57081	WDR4_HUMAN	WDR4
P58317	ZN121_HUMAN	ZNF121 ZNF20
Q8WVS4	WDR60_HUMAN	WDR60
Q9BZM6	ULBP1_HUMAN	ULBP1 N2DL1 RAET1I
O75820	ZN189_HUMAN	ZNF189
Q9UQR1	ZN148_HUMAN	ZNF148 ZBP89
Q70J99	UN13D_HUMAN	UNC13D
P11172	UMPS_HUMAN	UMPS OK/SW-cl.21
Q8N2C7	UNC80_HUMAN	UNC80 C2orf21 KIAA1843
Q5CZA5	ZN805_HUMAN	ZNF805
Q9H7R0	ZN442_HUMAN	ZNF442
Q8NB42	ZN527_HUMAN	ZNF527 KIAA1829
Q3MIS6	ZN528_HUMAN	ZNF528 KIAA1827
Q15631	TSN_HUMAN	TSN
Q99598	TSNAX_HUMAN	TSNAX TRAX
Q01534	TSPY1_HUMAN	TSPY1 TSPY
Q9BXA7	TSSK1_HUMAN	TSSK1B SPOGA1 SPOGA4 STK22A STK22D TSSK1 FKSG81
Q9Y5U2	TSSC4_HUMAN	TSSC4
Q9BXA6	TSSK6_HUMAN	TSSK6 SSTK FKSG82
Q9UK11	ZN223_HUMAN	ZNF223
O14905	WNT9B_HUMAN	WNT9B WNT14B WNT15 UNQ6973/PRO21956
P17023	ZNF19_HUMAN	ZNF19 KOX12
Q9ULT0	TTC7A_HUMAN	TTC7A KIAA1140 TTC7
Q3MJ62	ZSC23_HUMAN	ZSCAN23 ZNF390 ZNF453
Q99536	VAT1_HUMAN	VAT1
Q9UPY5	XCT_HUMAN	SLC7A11
Q9Y4I5	MTL5_HUMAN	TESMIN MTL5
O15439	MRP4_HUMAN	ABCC4 MRP4
Q5TGP6	MROH9_HUMAN	MROH9 C1orf129
P22103	PNEU_HUMAN	
Q86UW6	N4BP2_HUMAN	N4BP2 B3BP KIAA1413
Q8IXW5	RPAP2_HUMAN	RPAP2 C1orf82
Q96AX2	RAB37_HUMAN	RAB37
P10826	RARB_HUMAN	RARB HAP NR1B2
P29350	PTN6_HUMAN	PTPN6 HCP PTP1C
P61313	RL15_HUMAN	RPL15 EC45 TCBAP0781
Q9BQ04	RBM4B_HUMAN	RBM4B RBM30
Q14498	RBM39_HUMAN	RBM39 HCC1 RNPC2
Q9NZH5	PTTG2_HUMAN	PTTG2
Q3LXA3	TKFC_HUMAN	TKFC DAK
Q9GZZ9	UBA5_HUMAN	UBA5 UBE1DC1
Q16763	UBE2S_HUMAN	UBE2S E2EPF OK/SW-cl.73
Q7Z6J8	UBE3D_HUMAN	UBE3D C6orf157 H10BH UBE2CBP
E5RIL1	UPKL2_HUMAN	UPK3BL2
Q9UK80	UBP21_HUMAN	USP21 USP23 PP1490
Q9HBJ7	UBP29_HUMAN	USP29
Q86YH2	Z280B_HUMAN	ZNF280B SUHW2 ZNF279 ZNF632
A6NNY8	UBP27_HUMAN	USP27X USP22L USP27
Q70EK8	UBP53_HUMAN	USP53 KIAA1350
Q86UV5	UBP48_HUMAN	USP48 USP31
Q8N7P7	YH007_HUMAN	
Q6P3V2	Z585A_HUMAN	ZNF585A
Q6N043	Z280D_HUMAN	ZNF280D KIAA1584 SUHW4 ZNF634
Q9BTP6	ZBED2_HUMAN	ZBED2
P86452	ZBED6_HUMAN	ZBED6
Q14CS0	UBX2B_HUMAN	UBXN2B
O96006	ZBED1_HUMAN	ZBED1 ALTE DREF KIAA0785 TRAMP
A2A288	ZC12D_HUMAN	ZC3H12D C6orf95 MCPIP4 TFL
Q53FD0	ZC21C_HUMAN	ZC2HC1C C14orf140 FAM164C
Q2T9J0	TYSD1_HUMAN	TYSND1
Q8IZN3	ZDH14_HUMAN	ZDHHC14
P04818	TYSY_HUMAN	TYMS TS OK/SW-cl.29
Q5W0Z9	ZDH20_HUMAN	ZDHHC20
Q92558	WASF1_HUMAN	WASF1 KIAA0269 SCAR1 WAVE1
Q6ICG8	WBP2L_HUMAN	WBP2NL PAWP
Q8IX01	SUGP2_HUMAN	SUGP2 KIAA0365 SFRS14
P35625	TIMP3_HUMAN	TIMP3
Q96CP7	TLCD1_HUMAN	TLCD1
Q9Y5J9	TIM8B_HUMAN	TIMM8B DDP2 DDPL TIM8B
Q8NHU6	TDRD7_HUMAN	TDRD7 PCTAIRE2BP
A8MWL7	TM14D_HUMAN	TMEM14DP TMEM14D
Q9NPI0	TM138_HUMAN	TMEM138 HSPC196 HSPC198
Q7Z5S9	TM144_HUMAN	TMEM144
P68036	UB2L3_HUMAN	UBE2L3 UBCE7 UBCH7
A6NHS1	YK042_HUMAN	
P0CI00	Z705B_HUMAN	ZNF705B
Q9UHD9	UBQL2_HUMAN	UBQLN2 N4BP4 PLIC2 HRIHFB2157
Q8NHM4	TRY6_HUMAN	PRSS3P2 T6 TRY6
Q14119	VEZF1_HUMAN	VEZF1 DB1 ZNF161
Q8TAF3	WDR48_HUMAN	WDR48 KIAA1449 UAF1
O43379	WDR62_HUMAN	WDR62 C19orf14
Q96FK6	WDR89_HUMAN	WDR89 C14orf150 MSTP050
Q8IWA0	WDR75_HUMAN	WDR75 UTP17
Q13360	ZN177_HUMAN	ZNF177
Q9NW82	WDR70_HUMAN	WDR70
Q9BRX9	WDR83_HUMAN	WDR83 MORG1
B1ANS9	WDR64_HUMAN	WDR64
Q96JL9	ZN333_HUMAN	ZNF333 KIAA1806
Q8N9F8	ZN454_HUMAN	ZNF454
Q96JC4	ZN479_HUMAN	ZNF479
Q8TF20	ZN721_HUMAN	ZNF721 KIAA1982
P30536	TSPO_HUMAN	TSPO BZRP MBR
Q9Y6M5	ZNT1_HUMAN	SLC30A1 ZNT1
Q8N184	ZN567_HUMAN	ZNF567
Q6UXI7	VITRN_HUMAN	VIT UNQ647/PRO1277
Q6SA08	TSSK4_HUMAN	TSSK4 C14orf20 STK22E TSSK5
O43309	ZSC12_HUMAN	ZSCAN12 KIAA0426 ZNF305 ZNF96
P33981	TTK_HUMAN	TTK MPS1 MPS1L1
P02766	TTHY_HUMAN	TTR PALB
Q7Z5L0	VMO1_HUMAN	VMO1 UNQ6350/PRO21055
Q15904	VAS1_HUMAN	ATP6AP1 ATP6IP1 ATP6S1 VATPS1 XAP3
O95497	VNN1_HUMAN	VNN1
O75436	VP26A_HUMAN	VPS26A VPS26
P27352	IF_HUMAN	CBLIF GIF IFMH
Q8WYA0	IFT81_HUMAN	IFT81 CDV1
Q92628	K0232_HUMAN	KIAA0232
Q9BV36	MELPH_HUMAN	MLPH SLAC2A
Q96JB3	HIC2_HUMAN	HIC2 HRG22 KIAA1020 ZBTB30
Q5VVH5	IKBP1_HUMAN	IRAK1BP1
Q9Y3D8	KAD6_HUMAN	AK6 CINAP AD-004 CGI-137
P09211	GSTP1_HUMAN	GSTP1 FAEES3 GST3
A4D1E9	GTPBA_HUMAN	GTPBP10 OBGH2 UG0751c10
Q8NDC0	MISSL_HUMAN	MAPK1IP1L C14orf32
Q8NB16	MLKL_HUMAN	MLKL
Q02846	GUC2D_HUMAN	GUCY2D CORD6 GUC1A4 GUC2D RETGC RETGC1
A0A0A0MRZ9	LV552_HUMAN	IGLV5-52
Q96PU9	ODF3A_HUMAN	ODF3 SHIPPO1 TISP50
Q9Y5U9	IR3IP_HUMAN	IER3IP1 HSPC039
P01705	LV223_HUMAN	IGLV2-23
Q9Y573	IPP_HUMAN	IPP KLHL27
Q6UWN0	LYPD4_HUMAN	LYPD4 UNQ2552/PRO6181
Q6UWN5	LYPD5_HUMAN	LYPD5 UNQ1908/PRO4356
Q9Y616	IRAK3_HUMAN	IRAK3
Q9NVD7	PARVA_HUMAN	PARVA MXRA2
Q9GZP0	PDGFD_HUMAN	PDGFD IEGF SCDGFB MSTP036 UNQ1899/PRO4345
Q9H720	PG2IP_HUMAN	CWH43 PGAP2IP
Q7RTR2	NLRC3_HUMAN	NLRC3 NOD3
Q15121	PEA15_HUMAN	PEA15
Q0GE19	NTCP7_HUMAN	SLC10A7 C4orf13 P7 PSEC0051
O15375	MOT6_HUMAN	SLC16A5 MCT5 MCT6
O95255	MRP6_HUMAN	ABCC6 ARA MRP6
Q9NRJ1	MOST1_HUMAN	C8orf17
Q9NQ66	PLCB1_HUMAN	PLCB1 KIAA0581
Q9NSI8	SAMN1_HUMAN	SAMSN1 HACS1
Q9P270	SLAI2_HUMAN	SLAIN2 KIAA1458
Q9P0V8	SLAF8_HUMAN	SLAMF8 BLAME
Q16563	SYPL1_HUMAN	SYPL1 SYPL
Q12888	TP53B_HUMAN	TP53BP1
Q9Y6J9	TAF6L_HUMAN	TAF6L PAF65A
Q9NXL6	SIDT1_HUMAN	SIDT1
Q15437	SC23B_HUMAN	SEC23B
Q8IY34	S15A3_HUMAN	SLC15A3 OCTP PHT2 PTR3
Q9NSA0	S22AB_HUMAN	SLC22A11 OAT4
A0AV02	S12A8_HUMAN	SLC12A8 CCC9
Q8TEV9	SMCR8_HUMAN	SMCR8
Q9NY15	STAB1_HUMAN	STAB1 FEEL1 KIAA0246
A6NFE2	SMCO2_HUMAN	SMCO2 C12orf70
P48775	T23O_HUMAN	TDO2 TDO
P29084	T2EB_HUMAN	GTF2E2 TF2E2
Q96I99	SUCB2_HUMAN	SUCLG2
Q6ZNK6	TIFAB_HUMAN	TIFAB
Q9NYW3	TA2R7_HUMAN	TAS2R7
Q9NUY8	TBC23_HUMAN	TBC1D23 NS4ATP1
Q9UBN4	TRPC4_HUMAN	TRPC4
Q9UJT1	TBD_HUMAN	TUBD1 TUBD
A7MCY6	TBKB1_HUMAN	TBKBP1 KIAA0775 SINTBAD
O60907	TBL1X_HUMAN	TBL1X TBL1
Q3YBR2	TBRG1_HUMAN	TBRG1 NIAM
A6NFA1	TIKI2_HUMAN	TRABD2B HKAT TIKI2
Q86V40	TIKI1_HUMAN	TRABD2A C2orf89 TIKI1
O15178	TBXT_HUMAN	TBXT T
Q96B02	UBE2W_HUMAN	UBE2W UBC16
Q5VVX9	UBE2U_HUMAN	UBE2U
Q14139	UBE4A_HUMAN	UBE4A KIAA0126
Q8NHY6	ZFP28_HUMAN	ZFP28 KIAA1431
Q96EF9	ZHX1R_HUMAN	ZHX1-C8orf76 C8orf76
Q8TBZ3	WDR20_HUMAN	WDR20
O95789	ZMYM6_HUMAN	ZMYM6 Buster2 KIAA1353 ZNF258
Q9P0L1	ZKSC7_HUMAN	ZKSCAN7 ZNF167 ZNF448 ZNF64
Q9UJ78	ZMYM5_HUMAN	ZMYM5 ZNF198L1 ZNF237 HSPC050
Q15973	ZN124_HUMAN	ZNF124
Q8IWG1	WDR63_HUMAN	WDR63
P52746	ZN142_HUMAN	ZNF142 KIAA0236
Q86TI4	WDR86_HUMAN	WDR86
P35968	VGFR2_HUMAN	KDR FLK1 VEGFR2
Q9UK12	ZN222_HUMAN	ZNF222
Q96BV0	ZN775_HUMAN	ZNF775
Q8TCV5	WFDC5_HUMAN	WFDC5 PRG5 WAP1 UNQ3036/PRO9842
Q7Z4V0	ZN438_HUMAN	ZNF438
Q96JM2	ZN462_HUMAN	ZNF462 KIAA1803
Q17R98	ZN827_HUMAN	ZNF827
Q96EG3	ZN837_HUMAN	ZNF837
Q8TF50	ZN526_HUMAN	ZNF526 KIAA1951
Q8TAF7	ZN461_HUMAN	ZNF461 GIOT1
Q53HI1	UNC50_HUMAN	UNC50 UNCL HSD-23 HSD23
P15621	ZNF44_HUMAN	ZNF44 GIOT2 KOX7 ZNF55 ZNF58
Q8N2I2	ZN619_HUMAN	ZNF619
Q8N9Z0	ZN610_HUMAN	ZNF610
Q9UI38	TSP50_HUMAN	PRSS50 CT20 TSP50
Q96MU7	YTDC1_HUMAN	YTHDC1 KIAA1966 YT521
Q6PFW1	VIP1_HUMAN	PPIP5K1 HISPPD2A IP6K IPS1 KIAA0377 VIP1
Q15649	ZNHI3_HUMAN	ZNHIT3 TRIP3
Q6NXR4	TTI2_HUMAN	TTI2 C8orf41
P40306	PSB10_HUMAN	PSMB10 LMP10 MECL1
P28065	PSB9_HUMAN	PSMB9 LMP2 PSMB6i RING12
Q9NRZ7	PLCC_HUMAN	AGPAT3 LPAAT3 UNQ759/PRO1490
Q8TF01	PNISR_HUMAN	PNISR C6orf111 SFRS18 SRRP130 HSPC261 HSPC306
P14923	PLAK_HUMAN	JUP CTNNG DP3
Q63HM9	PLCX3_HUMAN	PLCXD3
Q9UBY0	SL9A2_HUMAN	SLC9A2 NHE2
Q8TBY0	RBM46_HUMAN	RBM46
P54829	PTN5_HUMAN	PTPN5
Q8N300	SVBP_HUMAN	SVBP CCDC23
O15466	SIA8E_HUMAN	ST8SIA5 SIAT8E
Q6PKC3	TXD11_HUMAN	TXNDC11 EFP1
P07101	TY3H_HUMAN	TH TYH
Q99592	ZBT18_HUMAN	ZBTB18 RP58 TAZ1 ZNF238
Q9NVA1	UQCC1_HUMAN	UQCC1 BZFB C20orf44 UQCC
Q9UKP6	UR2R_HUMAN	UTS2R GPR14
Q9Y2K1	ZBTB1_HUMAN	ZBTB1 KIAA0997
Q8NFD4	YI018_HUMAN	
O95847	UCP4_HUMAN	SLC25A27 UCP4 UNQ772/PRO1566
Q5PR19	YI024_HUMAN	
Q06418	TYRO3_HUMAN	TYRO3 BYK DTK RSE SKY TIF
P22310	UD14_HUMAN	UGT1A4 GNT1 UGT1
Q9HAW9	UD18_HUMAN	UGT1A8 GNT1 UGT1
P06133	UD2B4_HUMAN	UGT2B4 UGT2B11
Q9H0M4	ZCPW1_HUMAN	ZCWPW1
Q8TBF4	ZCRB1_HUMAN	ZCRB1
O94874	UFL1_HUMAN	UFL1 KIAA0776 MAXER NLBP RCAD
Q5TIE3	VW5B1_HUMAN	VWA5B1
Q8N2E2	VWDE_HUMAN	VWDE
Q709C8	VP13C_HUMAN	VPS13C KIAA1421
Q86XT2	VP37D_HUMAN	VPS37D WBSCR24
O95670	VATG2_HUMAN	ATP6V1G2 ATP6G ATP6G2 NG38
Q8N1B4	VPS52_HUMAN	VPS52 SACM2L
Q86WI3	NLRC5_HUMAN	NLRC5 NOD27 NOD4
Q58A44	PCOTH_HUMAN	PCOTH C1QTNF9B-AS1
P0C869	PA24B_HUMAN	PLA2G4B
Q8WV22	NSE1_HUMAN	NSMCE1 HSPC333 HSPC337
Q8TE76	MORC4_HUMAN	MORC4 ZCW4 ZCWCC2
Q5VTT5	MYOM3_HUMAN	MYOM3
O00712	NFIB_HUMAN	NFIB
O15438	MRP3_HUMAN	ABCC3 CMOAT2 MLP2 MRP3
O14787	TNPO2_HUMAN	TNPO2
P45379	TNNT2_HUMAN	TNNT2
Q9Y5U5	TNR18_HUMAN	TNFRSF18 AITR GITR UNQ319/PRO364
P12081	SYHC_HUMAN	HARS HRS
Q9H7N4	SFR19_HUMAN	SCAF1 SFRS19 SRA1
Q92956	TNR14_HUMAN	TNFRSF14 HVEA HVEM UNQ329/PRO509
Q8IWL1	SFPA2_HUMAN	SFTPA2 COLEC5 PSAP SFTP1 SFTPA SFTPA2B
Q6FHJ7	SFRP4_HUMAN	SFRP4 FRPHE
Q9NPC8	SIX2_HUMAN	SIX2
Q8TCU3	S7A13_HUMAN	SLC7A13 AGT1 XAT2
Q96LD1	SGCZ_HUMAN	SGCZ
Q92629	SGCD_HUMAN	SGCD
Q9NP91	S6A20_HUMAN	SLC6A20 SIT1 XT3 XTRP3
A0A1B0GWG4	SRTM2_HUMAN	SERTM2
Q9Y265	RUVB1_HUMAN	RUVBL1 INO80H NMP238 TIP49 TIP49A
Q96HU1	SGSM3_HUMAN	SGSM3 MAP RABGAPLP RUTBC3
Q9BRG2	SH23A_HUMAN	SH2D3A NSP1 UNQ175/PRO201
Q9H7C4	SYNCI_HUMAN	SYNC SYNC1
Q8NF91	SYNE1_HUMAN	SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1
Q99963	SH3G3_HUMAN	SH3GL3 CNSA3 SH3D2C
Q96HL8	SH3Y1_HUMAN	SH3YL1
Q8NBJ7	SUMF2_HUMAN	SUMF2 PSEC0171 UNQ1968/PRO4500
Q92547	TOPB1_HUMAN	TOPBP1 KIAA0259
Q96KB5	TOPK_HUMAN	PBK TOPK
P29353	SHC1_HUMAN	SHC1 SHC SHCA
G2XKQ0	SUMO5_HUMAN	SUMO1P1 SUMO5 UBL2 UBL6
Q70HW3	SAMC_HUMAN	SLC25A26 SAMC
Q6SPF0	SAMD1_HUMAN	SAMD1
Q96A28	SLAF9_HUMAN	SLAMF9 CD2F10 UNQ1938/PRO4421
Q8ND83	SLAI1_HUMAN	SLAIN1 C13orf32
Q14714	SSPN_HUMAN	SSPN KRAG
O94842	TOX4_HUMAN	TOX4 C14orf92 KIAA0737
Q93096	TP4A1_HUMAN	PTP4A1 PRL1 PTPCAAX1
Q9P2F8	SI1L2_HUMAN	SIPA1L2 KIAA1389
O60292	SI1L3_HUMAN	SIPA1L3 KIAA0545 SPAL3
Q9BVW5	TIPIN_HUMAN	TIPIN
Q92623	TTC9A_HUMAN	TTC9 KIAA0227 TTC9A
P19544	WT1_HUMAN	WT1
Q86SM8	MRGRE_HUMAN	MRGPRE GPR167 MRGE
Q96LB1	MRGX2_HUMAN	MRGPRX2 MRGX2
Q9Y6X6	MYO16_HUMAN	MYO16 KIAA0865 MYO16B NYAP3
Q9Y3E5	PTH2_HUMAN	PTRH2 BIT1 PTH2 CGI-147
Q9UMS6	SYNP2_HUMAN	SYNPO2
Q9H0Z9	RBM38_HUMAN	RBM38 RNPC1 SEB4
Q9Y2L5	TPPC8_HUMAN	TRAPPC8 KIAA1012
Q9H9S3	S61A2_HUMAN	SEC61A2
Q9UH36	SRR1L_HUMAN	SRRD SRR1L
Q96NB2	SFXN2_HUMAN	SFXN2
P18405	S5A1_HUMAN	SRD5A1
Q9NSE4	SYIM_HUMAN	IARS2
O75995	SASH3_HUMAN	SASH3 CXorf9 SLY
Q496J9	SV2C_HUMAN	SV2C KIAA1054
Q96JF0	SIAT2_HUMAN	ST6GAL2 KIAA1877 SIAT2
Q9NSC7	SIA7A_HUMAN	ST6GALNAC1 SIAT7A UNQ543/PRO848
P0DPE8	SM34B_HUMAN	SMIM34B
P31949	S10AB_HUMAN	S100A11 MLN70 S100C
Q9BWD1	THIC_HUMAN	ACAT2 ACTL
Q9BZM4	ULBP3_HUMAN	ULBP3 N2DL3 RAET1N
Q6P4I2	WDR73_HUMAN	WDR73 HSPC264
Q6ZN44	UNC5A_HUMAN	UNC5A KIAA1976 UNC5H1
Q8IW36	ZN695_HUMAN	ZNF695
Q6IV72	ZN425_HUMAN	ZNF425
Q8WTR7	ZN473_HUMAN	ZNF473 KIAA1141 ZFP100
Q9H8N7	ZN395_HUMAN	ZNF395 HDBP2 PBF
Q5VIY5	ZN468_HUMAN	ZNF468
Q53GI3	ZN394_HUMAN	ZNF394 ZKSCAN14
Q9BQY6	WFDC6_HUMAN	WFDC6 C20orf171 WAP6
Q86U90	YRDC_HUMAN	YRDC DRIP3 IRIP
Q6XR72	ZNT10_HUMAN	SLC30A10 ZNT10 ZNT8
P17038	ZNF43_HUMAN	ZNF43 KOX27 ZNF39 ZNF39L1
Q969W8	ZN566_HUMAN	ZNF566
P51508	ZNF81_HUMAN	ZNF81
Q16587	ZNF74_HUMAN	ZNF74 ZNF520
B1AH88	TSPOB_HUMAN	TSPO PBRS
P01282	VIP_HUMAN	VIP
Q9BYJ9	YTHD1_HUMAN	YTHDF1 C20orf21
Q93097	WNT2B_HUMAN	WNT2B WNT13
Q2YD98	UVSSA_HUMAN	UVSSA KIAA1530
Q96PN8	TSSK3_HUMAN	TSSK3 SPOGA3 STK22C
Q96KV7	WDR90_HUMAN	WDR90 C16orf15 C16orf16 C16orf17 C16orf18 C16orf19 KIAA1924
Q8N2C9	UMAS1_HUMAN	UMODL1-AS1 C21orf128
Q5VTQ0	TT39B_HUMAN	TTC39B C9orf52
Q86TZ1	TTC6_HUMAN	TTC6 C14orf25 NCRNA00291
Q8TAA9	VANG1_HUMAN	VANGL1 STB2
Q8NEZ2	VP37A_HUMAN	VPS37A HCRP1
Q9NNX9	VCX3_HUMAN	VCX3A VCX3 VCX8R VCXA
P63119	VPK21_HUMAN	ERVK-21
A8MU76	YP034_HUMAN	
O75528	TADA3_HUMAN	TADA3 ADA3 TADA3L
P04271	S100B_HUMAN	S100B
Q06330	SUH_HUMAN	RBPJ IGKJRB IGKJRB1 RBPJK RBPSUH
A0A0A0MTA4	TJB25_HUMAN	TRBJ2-5
A0A0J9YXG5	TJB14_HUMAN	TRBJ1-4
Q86UE8	TLK2_HUMAN	TLK2
A0A1W2PR48	TLE7_HUMAN	TLE7
Q9BVK8	TM147_HUMAN	TMEM147
Q6ZMR5	TM11A_HUMAN	TMPRSS11A ECRG1 HATL1 HESP
Q86WV5	TEN1L_HUMAN	TEN1 C17orf106
Q9NX00	TM160_HUMAN	TMEM160
A6NCI4	VWA3A_HUMAN	VWA3A
Q8TCY9	URGCP_HUMAN	URGCP KIAA1507 URG4
Q5VV11	U633B_HUMAN	
Q9Y334	VWA7_HUMAN	VWA7 C6orf27 G7C NG37
Q8N8F6	YIPF7_HUMAN	YIPF7 FINGER9 YIP1B
Q96MT0	YJ006_HUMAN	
Q9BTM9	URM1_HUMAN	URM1 C9orf74
Q9H0D6	XRN2_HUMAN	XRN2
Q8N6Y0	USBP1_HUMAN	USHBP1 AIEBP MCC2
A0A087WT03	TVAZ1_HUMAN	TRAV26-1
A0A075B6N2	TVBT1_HUMAN	TRBV20-1
Q9BTA9	WAC_HUMAN	WAC KIAA1844
Q7Z5K2	WAPL_HUMAN	WAPL FOE KIAA0261 WAPAL
Q3SY52	ZIK1_HUMAN	ZIK1 ZNF762
Q15661	TRYB1_HUMAN	TPSAB1 TPS1 TPS2 TPSB1
Q9P2D8	UNC79_HUMAN	UNC79 KIAA1409
Q8TF45	ZN418_HUMAN	ZNF418 KIAA1956
Q7Z7K2	ZN467_HUMAN	ZNF467
Q02386	ZNF45_HUMAN	ZNF45 KOX5 ZNF13
Q6ZMY9	ZN517_HUMAN	ZNF517
Q8NB15	ZN511_HUMAN	ZNF511
Q8NG11	TSN14_HUMAN	TSPAN14 TM4SF14
Q969S3	ZN622_HUMAN	ZNF622 ZPR9
Q6DKK2	TTC19_HUMAN	TTC19
Q6NSZ9	ZSC25_HUMAN	ZSCAN25 ZNF498
P33763	S10A5_HUMAN	S100A5 S100D
P56279	TCL1A_HUMAN	TCL1A TCL1
Q13569	TDG_HUMAN	TDG
Q92738	US6NL_HUMAN	USP6NL KIAA0019
O00295	TULP2_HUMAN	TULP2 TUBL2
Q96ET8	TV23C_HUMAN	TVP23C FAM18B2 Nbla10383
A0A0B4J266	TVA41_HUMAN	TRAV41
Q0P140	YA037_HUMAN	HSD52
Q9BXU2	TX13B_HUMAN	TEX13B
Q96RU2	UBP28_HUMAN	USP28 KIAA1515
P43403	ZAP70_HUMAN	ZAP70 SRK
Q5HYM0	ZC12B_HUMAN	ZC3H12B CXorf32 MCPIP2
